URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVERAGE SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,7.989049278,39,-0.659961215,0.089332793,16.03076923,31.74904943,223.4996198,527,167,526,2.74904943,0,7.038314176
38,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,13,48,-0.573770482,0.077806122,24.91666667,28.82653061,325.5306122,785,226,784,2.659438776,0,6.849546044
39,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,25.98357392,12,0.368147915,0.058798102,17.9516129,34.98452012,272.793808,647,226,646,2.866873065,0,7.35725429
40,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,12.98904928,32.99452464,-0.435056983,0.074527672,19.43636364,35.33225284,261.3329011,618,218,617,2.8363047,0,7.595779221
41,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,10.98904928,34.99452464,-0.522044565,0.06360107,16.72972973,25.31120332,299.7244813,724,183,723,2.398340249,0,6.58797654
42,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,25.98904928,29.0024888,-0.054798239,0.080162592,17.06849315,32.94460641,287.9778426,687,226,686,2.66909621,0,7.435294118
43,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,7.994524639,24,-0.500256686,0.071098943,17.86363636,29.55555556,192.2222222,451,133,450,2.711111111,0,6.835266821
45,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,11.98357392,32.99153808,-0.467101976,0.058945101,20.73846154,27.91612058,316.7664482,764,213,763,2.424639581,0,6.835579515
46,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,8,29,-0.567567552,0.093434343,21.47368421,35.35353535,172.9414141,397,140,396,3.21969697,0,6.880102041
47,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,5.989049278,7.994524639,-0.143416499,0.049411922,23.875,47.34982332,132.5399293,284,134,283,4.275618375,0,7.551971326
48,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,19,18.98357392,0.000432452,0.048884908,28.01754386,25.74002574,321.4960103,778,200,777,2.423423423,0,7.215762274
49,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,20.97809856,6.989049278,0.50019576,0.039445907,20.57746479,29.47813822,295.7912553,710,209,709,2.585331453,0,7.532763533
50,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,24.98904928,17.99452464,0.162725521,0.091260242,24.22222222,41.18895966,205.2755839,472,194,471,3.324840764,0,7.33901919
51,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,15.97809856,20.99452464,-0.135679471,0.062985729,30.65,28.79045997,246.716184,588,169,587,2.717206133,0,7.301369863
52,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,13.99452464,20.99452464,-0.200062589,0.070971702,17.63636364,37.72819473,212.6912779,494,186,493,3.231237323,0,7.140495868
53,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,3,7.994524639,-0.454273773,0.035696508,16.84375,34.74025974,137.4961039,309,107,308,3.412337662,0,6.974110032
54,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,26.99452464,15.99452464,0.255879112,0.052942179,19.72727273,30.2955665,337.3182266,813,246,812,2.528325123,0,7.151930262
55,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,7.994524639,17.98904928,-0.384647789,0.042736141,18.86567164,29.76973684,255.5078947,609,181,608,2.486842105,0,7.292358804
56,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,5.994524639,13.99452464,-0.400219114,0.060572876,21.90625,31.81818182,145.1272727,331,105,330,3.224242424,0,6.847094801
57,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,17,26.99452464,-0.227176552,0.074315075,19.08064516,34.45945946,250.9837838,593,204,592,2.989864865,0,7.018965517
58,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,17.99452464,40.98904928,-0.389846236,0.093181001,14.73404255,29.69984202,265.4799368,634,188,633,2.864139021,0,6.966772152
59,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,16.97809856,37.97809856,-0.382122503,0.059476404,19.08536585,29.87012987,381.9480519,925,276,924,2.564935065,0,7.139380531
60,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,11.98904928,13.98357392,-0.076793343,0.04470331,16.82352941,36.14457831,247.2578313,582,210,581,2.905335628,0,7.265164645
61,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,15.98357392,15,0.031745011,0.062847006,19.20833333,29.20892495,209.28357,494,144,493,2.620689655,0,7.504149378
62,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,13.98904928,14.98904928,-0.034508819,0.061524625,18.63461538,39.27813163,204.5112527,472,185,471,3.184713376,0,7.164882227
63,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,8.994524639,25.99452464,-0.485866289,0.064436555,18.22641509,41.43646409,234.1745856,544,225,543,3.355432781,0,7.42936803
64,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,18.98357392,11.99452464,0.22561259,0.047150835,35.38235294,34.70319635,277.0812785,658,228,657,2.95738204,0,7.498470948
65,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,19,18.99452464,0.000144109,0.077068001,22.20454545,35.29411765,211.7176471,494,174,493,3.290060852,0,6.951020408
66,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,4.994524639,6.989049278,-0.1664382,0.036535286,24.5,30.18292683,143.6731707,329,99,328,3.198170732,0,6.996784566
67,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,8.983573917,10,-0.053542396,0.04943639,20.54285714,33.33333333,167.3333333,385,128,384,3.083333333,0,7.25464191
68,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,20.99452464,17.98904928,0.07709594,0.086246845,26.23333333,38.27433628,196.5097345,453,173,452,3.477876106,0,7.269487751
69,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,8.994524639,11.99452464,-0.14293167,0.047272633,27.08571429,33.55855856,191.4234234,445,149,444,3.218468468,0,6.878995434
70,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,9.989049278,10,-0.000547836,0.057439797,25.4516129,31.89655172,152.3586207,349,111,348,2.804597701,0,6.900584795
71,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,9.994524639,17.9900448,-0.285711735,0.073643604,25,42.89473684,169.5578947,381,163,380,3.7,0,7.308310992
72,https://insights.blackcoffer.com/human-rights-outlook/,13.99452464,12.99452464,0.037052063,0.062911537,32.52,30.3030303,184.1212121,430,130,429,2.685314685,0,6.700712589
73,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,17.98904928,7.994524639,0.384647789,0.073193166,23.24,38.5915493,157.8366197,356,137,355,3.416901408,0,7.056338028
74,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,9.994524639,32.99950224,-0.535073794,0.094492367,26.75,34.72527473,196.2901099,456,158,455,2.896703297,0,7.408791209
75,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,20.97809856,48.98357392,-0.400297391,0.102884812,21.75925926,38.38235294,287.7529412,681,261,680,3,0,7.489675516
76,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,8.994524639,4.994524639,0.285937924,0.030949224,20.45238095,22.34513274,190.1380531,453,101,452,2.252212389,0,7.04494382
77,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,11.99452464,22.99452464,-0.314384069,0.049629857,22.23880597,29.07801418,294.0312057,706,205,705,2.556028369,0,7.161702128
78,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,24,16.98357392,0.171200929,0.073579127,21.81395349,27.6481149,234.259246,558,154,557,2.448833034,0,7.205035971
79,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,4.994524639,39.98904928,-0.777940053,0.076894998,15.22222222,26.83760684,245.1350427,586,157,585,2.403418803,0,7.126537786
80,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,25.99452464,25.98904928,0.000105329,0.04927353,22.67948718,36.68246445,437.0729858,1056,387,1055,2.796208531,0,7.317096466
81,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,5,14,-0.473684186,0.068840579,18.61290323,31.88405797,123.5536232,277,88,276,3.072463768,0,7.018050542
82,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0.994524639,12,-0.846931675,0.032405298,28.25925926,24.43890274,170.5755611,402,98,401,2.605985037,0,7.002564103
83,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,17.98904928,26.99452464,-0.200194746,0.071858744,19.85915493,29.07348243,262.429393,627,182,626,2.74600639,0,6.741935484
84,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,23.98904928,39.98904928,-0.250085578,0.072373415,19.83529412,37.1040724,368.841629,885,328,884,2.984162896,0,7.482954545
85,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,7.989049278,10.99452464,-0.158319778,0.055345696,21.75862069,39.65014577,153.4600583,344,136,343,3.609329446,0,7.055555556
86,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,12.98357392,21.98357392,-0.257384439,0.047900202,21.12048193,26.30136986,302.9205479,731,192,730,2.502739726,0,6.725244073
87,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,23.98904928,29.97809856,-0.110975833,0.062534354,21.09756098,31.17033604,358.0681344,864,269,863,2.770567787,0,7.124694377
88,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,26.98904928,28.98904928,-0.035728258,0.093141595,21.77966102,37.43760399,255.7750416,602,225,601,3.161397671,0,7.023489933
89,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,10.98904928,10,0.047122155,0.057347129,16.60869565,31.42076503,159.368306,367,115,366,2.896174863,0,6.960674157
90,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,32.98357392,31.99452464,0.015221271,0.093493667,22.5,34.67625899,292.2705036,696,241,695,2.857553957,0,7.082848837
91,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,7.994524639,8,-0.000342327,0.04543899,20.02777778,21.02272727,149.6090909,353,74,352,2.505681818,0,6.638728324
92,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,18.97809856,40.98357392,-0.366992348,0.057990012,24.89534884,30.07736944,426.0309478,1035,311,1034,2.511605416,0,6.747791953
93,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,18,38.99402688,-0.368354855,0.05544166,16.88695652,21.10894942,420.0435798,1029,217,1028,1.982490272,0,6.798631476
94,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,13.98357392,21.98904928,-0.222543546,0.0566498,21.25454545,33.22834646,267.6913386,636,211,635,2.850393701,0,7.511848341
95,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,14.99452464,26,-0.268462074,0.06297162,16.43243243,28.57142857,272.2285714,652,186,651,2.620583717,0,6.7024
96,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,33.98904928,26.97809856,0.114995549,0.061707639,22.84415584,35.93117409,409.9724696,989,355,988,2.858299595,0,7.062944162
97,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,18.98904928,24.98357392,-0.136324014,0.061500172,21.03797468,30.48951049,298.5958042,716,218,715,2.737062937,0,7.127118644
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,21.97809856,26.99452464,-0.102433271,0.058439884,19.22891566,29.9522673,347.5809069,839,251,838,2.649164678,0,6.87037037
99,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,20,3,0.739130403,0.082142857,23,35.35714286,126.5428571,281,99,280,3.310714286,0,7.311827957
100,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,23.98357392,30.98357392,-0.127348792,0.071946528,229.125,32.85340314,319.1413613,765,251,764,2.918848168,0,6.861930295
101,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,10.98357392,4,0.466081957,0.030957797,16.57142857,25.82644628,204.3305785,485,125,484,2.520661157,0,7.066528067
102,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,8.989049278,8,0.058216867,0.044473951,16.66666667,32.72251309,166.2890052,383,125,382,3.196335079,0,7.726790451
103,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,2,10,-0.666666611,0.074534161,23.53846154,27.32919255,75.73167702,162,44,161,3.385093168,0,7.114649682
104,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,15.99452464,50,-0.515277215,0.129910481,22.2826087,34.05511811,217.2220472,509,173,508,3.446850394,0,7.137450199
105,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,4.989049278,51.98357392,-0.824861507,0.080812231,23.72413793,29.5035461,294.2014184,706,208,705,2.878014184,0,6.973722628
106,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,1.994524639,14,-0.750599026,0.042996034,22.65625,32.25806452,162.1032258,373,120,372,3.077956989,0,6.718309859
107,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,7.994524639,1.994524639,0.600657703,0.042688245,30,42.73504274,111.0940171,235,100,234,3.841880342,0,7.274678112
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,12.98904928,23.99452464,-0.297577381,0.043871381,21.09782609,23.36892052,346.9475682,844,197,843,1.951364176,0,6.983372922
109,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,23.99452464,6,0.599926962,0.089535894,14.6,36.71641791,149.0865672,336,123,335,3.167164179,0,7.158054711
110,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,6,3.994524639,0.200657383,0.047592974,22.47058824,21.9047619,93.16190476,211,46,210,3.085714286,0,6.429951691
111,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,9.994524639,14.98904928,-0.199912329,0.042634085,22.2,21.67235495,243.468942,587,127,586,2.399317406,0,6.339160839
112,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,6.994524639,11,-0.222594107,0.049571693,24.2,39.39393939,161.3575758,364,143,363,3.512396694,0,7.011111111
113,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,6.989049278,10,-0.177228902,0.104227296,13.4137931,34.35582822,79.34233129,164,56,163,3.625766871,0,7.709876543
114,https://insights.blackcoffer.com/continued-demand-for-sustainability/,4,2,0.333333278,0.063829787,16.5,47.87234043,57.14893617,95,45,94,4.957446809,0,7.516129032
115,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,13.99452464,18.99452464,-0.151565442,0.093189404,14.70909091,23.44632768,151.3785311,355,83,354,2.700564972,0,6.484419263
116,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,5,5,0,0.11111111,18.7,27.77777778,47.51111111,91,25,90,4.288888889,0,6.696629213
117,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,24,21.98606272,0.043794513,0.075018047,20.25,30.01631321,257.6065253,614,184,613,2.794453507,0,6.866995074
118,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,15.98904928,38.99452464,-0.418406322,0.08537822,16.44927536,35.86956522,272.3478261,645,231,644,3.034161491,0,7.63507109
119,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5,10.98904928,-0.374571921,0.061733781,17.22580645,35.52123552,118.2084942,260,92,259,3.471042471,0,6.941634241
120,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,10,31,-0.512195109,0.084710744,21.38,24.17355372,203.6694215,485,117,484,2.638429752,0,6.785714286
121,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,9.989049278,43.97809856,-0.629809986,0.062245845,22.94594595,37.83160323,362.3326413,868,328,867,3,0,7.518518519
122,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,14.99452464,23.98904928,-0.230726009,0.051771014,24.15277778,29.08366534,313.2334661,754,219,753,2.657370518,0,6.742547425
123,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,9,31.99452464,-0.560916959,0.057576579,21,27.66853933,296.2674157,713,197,712,2.834269663,0,6.617176128
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,10.98904928,7.994524639,0.157742925,0.054084256,13.20895522,29.91452991,152.765812,352,105,351,2.868945869,0,6.870317003
125,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,13.99452464,10.99452464,0.120052582,0.046971897,24.44827586,27.63157895,224.2526316,533,147,532,2.597744361,0,6.877358491
126,https://insights.blackcoffer.com/blockchain-in-fintech/,5.989049278,7.994524639,-0.143416499,0.076832823,27.76470588,30.76923077,85.50769231,183,56,182,3.021978022,0,7.082872928
127,https://insights.blackcoffer.com/blockchain-for-payments/,25.98904928,24.99452464,0.019506765,0.061352074,23.05882353,30.08423586,344.8336943,832,250,831,2.693140794,0,6.954987835
128,https://insights.blackcoffer.com/the-future-of-investing/,21.99452464,17.99452464,0.100027382,0.064812073,21.05660377,35.98055105,261.5922204,618,222,617,2.940032415,0,7.163132137
129,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,6.989049278,47.99452464,-0.745776815,0.133455276,14.02857143,33.49514563,178.5980583,413,138,412,3.09223301,0,6.778588808
130,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,11.99452464,20,-0.25021391,0.06665526,15.26027397,15.83333333,198.7333333,481,76,480,2.014583333,0,6.384453782
131,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,8.994524639,39.98904928,-0.632753422,0.075943525,19.88135593,17.51937984,265.4077519,646,113,645,1.849612403,0,6.365659777
132,https://insights.blackcoffer.com/obstacles-to-data-driven-healthcare/,12,20.99452464,-0.272606575,0.04381743,14.84042553,28.15405046,312.8616202,754,212,753,2.487383798,0,7.173852573
133,https://insights.blackcoffer.com/monetization-of-data-innovate-to-harvest-the-full-value-of-data/,6.989049278,58.99452464,-0.788157893,0.149622616,14.59722222,34.24036281,190.4961451,442,151,441,3.133786848,0,6.801822323
134,https://insights.blackcoffer.com/traceability-of-information-master-your-data-capital/,17.98904928,33.97909408,-0.307689355,0.071483003,23.53731343,25.85969739,301.543879,728,188,727,2.365887208,0,6.742897727
